,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_Monthly,base_gallons_Weekly,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_Monthly,beginning_gallons_Weekly,en_allocation_status_Monthly,en_allocation_status_Weekly,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_Monthly,alerts_ratability_Weekly,next_refresh_date_Monthly,Week_switch,Modified_NRD,next_refresh_date_Weekly,en_account_type_Monthly,en_account_type_Weekly,NRB_Monthly,next_refresh_base_gallons_Monthly,next_refresh_base_gallons_Weekly,remaining_gallons_Monthly,remaining_gallons_Weekly,additional_gallons_allowed_Monthly,additional_gallons_allowed_Weekly,additional_gallons_remaining_Monthly,additional_gallons_remaining_Weekly,staging_id_Monthly,staging_id_Weekly,execution_date_Monthly,execution_date_Weekly,customer_name_Monthly,customer_name_Weekly,base_gallons_Daily,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,beginning_gallons_Daily,en_allocation_status_Daily,percentage_allocation_Daily_actual,percentage_allocation_Daily,alerts_ratability_Daily,next_refresh_date_Daily,NRB_Daily,next_refresh_base_gallons_Daily,remaining_gallons_Daily,additional_gallons_allowed_Daily,additional_gallons_remaining_Daily,execution_date_Daily,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2015-11-11,2015-11-11 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,41620,0,41620,10012,1,w2,0,0,26527,121000,27500,Available,Available,-1,100,-1,100,-1,-1,12/01 00:00:00 MST,w2,0,2015-11-15 00:00:00,Contract,Contract,0,-1,-1,79380,17488,0,0,0,0,8131745,8131744,2015-11-11 22:16:59,2015-11-11 22:16:59,Mansfield,Mansfield,0,1,16515,3,16515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,26527,True,58135,True,-16515,79380,973,-1,-1,-1,94.0,-1,0,27500.0,3929.0,117870.0,131.0,0,0
2015-11-12,2015-11-12 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,58135,0,58135,26527,1,w2,0,0,26527,121000,27500,Available,Low,-1,100,-1,100,-1,-1,12/01 00:00:00 MST,w2,0,2015-11-15 00:00:00,Contract,Contract,0,-1,-1,62865,973,0,0,0,0,8184699,8184698,2015-11-12 22:19:29,2015-11-12 22:19:29,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,26527,True,58135,True,0,62865,973,-1,-1,-1,120.0,-1,0,27500.0,3929.0,117870.0,120.0,0,1
2015-11-13,2015-11-13 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,58135,0,58135,26527,1,w2,0,0,26527,121000,27500,Available,Low,-1,100,-1,100,-1,-1,12/01 00:00:00 MST,w2,0,2015-11-15 00:00:00,Contract,Contract,0,-1,-1,62865,973,0,0,0,0,8229622,8229621,2015-11-13 22:19:28,2015-11-13 22:19:28,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,26527,True,58135,True,0,62865,973,-1,-1,-1,111.0,-1,0,27500.0,3929.0,117870.0,111.0,0,1
2015-11-14,2015-11-14 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,58135,0,58135,26527,1,w2,0,0,26527,121000,27500,Available,Low,-1,100,-1,100,-1,-1,12/01 00:00:00 MST,w2,0,2015-11-15 00:00:00,Contract,Contract,0,-1,-1,62865,973,0,0,0,0,8265750,8265749,2015-11-14 22:18:35,2015-11-14 22:18:35,Mansfield,Mansfield,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,26527,True,58135,True,0,62865,973,-1,-1,-1,103.0,-1,0,27500.0,3929.0,117870.0,103.0,0,1
2015-11-15,2015-11-15 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,58135,0,58135,0,1,w3,0,0,0,121000,27500,Available,Available,-1,100,-1,100,-1,-1,12/01 00:00:00 MST,w3,0,2015-11-22 00:00:00,Contract,Contract,0,-1,-1,62865,27500,0,0,0,0,8300129,8300128,2015-11-15 22:18:10,2015-11-15 22:18:10,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,True,True,0,True,58135,True,0,62865,27500,-1,-1,-1,96.0,-1,0,27500.0,3929.0,117870.0,96.0,0,1
2015-11-16,2015-11-16 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,58135,0,58135,0,1,w3,0,0,7000,121000,27500,Available,Available,-1,100,-1,100,-1,-1,12/01 00:00:00 MST,w3,0,2015-11-22 00:00:00,Contract,Contract,0,-1,-1,62865,27500,0,0,0,0,8360307,8360306,2015-11-16 22:17:17,2015-11-16 22:17:17,Mansfield,Mansfield,0,1,7000,3,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,7000,True,65135,True,-7000,62865,20500,-1,-1,-1,90.0,-1,0,27500.0,3929.0,117870.0,101.0,0,0
2015-11-17,2015-11-17 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,65135,0,65135,7000,1,w3,0,0,7000,121000,27500,Available,Available,-1,100,-1,100,-1,-1,12/01 00:00:00 MST,w3,0,2015-11-22 00:00:00,Contract,Contract,0,-1,-1,55865,20500,0,0,0,0,8419405,8419404,2015-11-17 22:16:58,2015-11-17 22:16:58,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,True,True,7000,True,65135,True,0,55865,20500,-1,-1,-1,95.0,-1,0,27500.0,3929.0,117870.0,95.0,0,1
2015-11-18,2015-11-18 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,65135,0,65135,7000,1,w3,0,0,17001,121000,27500,Available,Available,-1,100,-1,100,-1,-1,12/01 00:00:00 MST,w3,0,2015-11-22 00:00:00,Contract,Contract,0,-1,-1,55865,20500,0,0,0,0,8483391,8483390,2015-11-18 22:16:36,2015-11-18 22:16:36,Mansfield,Mansfield,0,1,10001,3,10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,17001,True,75136,True,-10001,55865,10499,-1,-1,-1,90.0,-1,0,27500.0,3929.0,117870.0,103.0,0,0
2015-11-19,2015-11-19 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,75136,0,75136,17001,1,w3,0,0,17001,121000,27500,Available,Available,-1,100,-1,100,-1,-1,12/01 00:00:00 MST,w3,0,2015-11-22 00:00:00,Contract,Contract,0,-1,-1,45864,10499,0,0,0,0,8542781,8542780,2015-11-19 22:22:49,2015-11-19 22:22:49,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,True,True,17001,True,75136,True,0,45864,10499,-1,-1,-1,98.0,-1,0,27500.0,3929.0,117870.0,98.0,0,1
2015-11-20,2015-11-20 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,75136,0,75136,17001,1,w3,0,0,17001,121000,27500,Available,Available,-1,100,-1,100,-1,-1,12/01 00:00:00 MST,w3,0,2015-11-22 00:00:00,Contract,Contract,0,-1,-1,45864,10499,0,0,0,0,8603955,8603954,2015-11-20 22:16:51,2015-11-20 22:16:51,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,True,True,17001,True,75136,True,0,45864,10499,-1,-1,-1,93.0,-1,0,27500.0,3929.0,117870.0,93.0,0,1
2015-11-21,2015-11-21 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,75136,0,75136,17001,1,w3,0,0,17001,121000,27500,Available,Available,-1,100,-1,100,-1,-1,12/01 00:00:00 MST,w3,0,2015-11-22 00:00:00,Contract,Contract,0,-1,-1,45864,10499,0,0,0,0,8667275,8667274,2015-11-21 22:17:18,2015-11-21 22:17:18,Mansfield,Mansfield,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,True,True,17001,True,75136,True,0,45864,10499,-1,-1,-1,89.0,-1,0,27500.0,3929.0,117870.0,89.0,0,1
2015-11-22,2015-11-22 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,75136,0,75136,0,1,w4,0,0,18204,121000,27500,Available,Available,-1,100,-1,100,-1,-1,12/01 00:00:00 MST,w4,0,2015-11-29 00:00:00,Contract,Contract,0,-1,-1,45864,27500,0,0,0,0,8728580,8728579,2015-11-22 22:17:09,2015-11-22 22:17:09,Mansfield,Mansfield,0,1,18204,3,18204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,18204,True,93340,True,-18204,45864,9296,-1,-1,-1,85.0,-1,0,27500.0,3929.0,117870.0,105.0,0,0
2015-11-23,2015-11-23 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,93340,0,93340,18204,1,w4,0,0,0,121000,35356,Limited,Available,-1,100,-1,100,-1,-1,12/01 00:00:00 MST,w5,0,2015-12-01 00:00:00,Contract,Contract,0,-1,-1,27660,17152,0,0,0,0,8789625,8789624,2015-11-23 22:17:47,2015-11-23 22:17:47,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,35356,0,0,0,True,True,0,True,93340,True,0,27660,35356,-1,-1,-1,101.0,-1,0,35356.0,5051.0,151530.0,101.0,0,1
2015-11-24,2015-11-24 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,93340,0,93340,18204,1,w4,0,0,6008,121000,35356,Limited,Available,-1,100,-1,100,-1,-1,12/01 00:00:00 MST,w5,0,2015-12-01 00:00:00,Contract,Contract,0,-1,-1,27660,17152,0,0,0,0,8863503,8863502,2015-11-24 22:18:54,2015-11-24 22:18:54,Mansfield,Mansfield,0,1,6008,3,6008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,35356,0,0,0,False,True,6008,True,99348,True,-6008,27660,29348,-1,-1,-1,96.0,-1,0,35356.0,5051.0,151530.0,103.0,0,0
2015-11-25,2015-11-25 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,99348,0,99348,24212,1,w4,0,0,6008,121000,35356,Limited,Limited,-1,100,-1,100,-1,-1,12/01 00:00:00 MST,w5,0,2015-12-01 00:00:00,Contract,Contract,0,-1,-1,21652,11144,0,0,0,0,8930534,8930533,2015-11-25 22:18:50,2015-11-25 22:18:50,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,35356,0,0,0,True,True,6008,True,99348,True,0,21652,29348,-1,-1,-1,99.0,-1,0,35356.0,5051.0,151530.0,99.0,0,1
2015-11-26,2015-11-26 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,99348,0,99348,24212,1,w4,0,0,6008,121000,35356,Limited,Limited,-1,100,-1,100,-1,-1,12/01 00:00:00 MST,w5,0,2015-12-01 00:00:00,Contract,Contract,0,-1,-1,21652,11144,0,0,0,0,8974073,8974072,2015-11-26 22:21:16,2015-11-26 22:21:16,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,35356,0,0,0,True,True,6008,True,99348,True,0,21652,29348,-1,-1,-1,95.0,-1,0,35356.0,5051.0,151530.0,95.0,0,1
2015-11-27,2015-11-27 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,99348,0,99348,24212,1,w4,0,0,15509,121000,35356,Limited,Limited,-1,100,-1,100,-1,-1,12/01 00:00:00 MST,w5,0,2015-12-01 00:00:00,Contract,Contract,0,-1,-1,21652,11144,0,0,0,0,9025011,9025010,2015-11-27 22:20:30,2015-11-27 22:20:30,Mansfield,Mansfield,0,1,9501,3,9501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,35356,0,0,0,False,True,15509,True,108849,True,-9501,21652,19847,-1,-1,-1,91.0,-1,0,35356.0,5051.0,151530.0,100.0,0,0
2015-11-28,2015-11-28 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,108849,0,108849,33713,1,w4,0,0,15509,121000,35356,Low,Low,-1,100,-1,100,-1,-1,12/01 00:00:00 MST,w5,0,2015-12-01 00:00:00,Contract,Contract,0,-1,-1,12151,1643,0,0,0,0,9086425,9086424,2015-11-28 22:15:53,2015-11-28 22:15:53,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,35356,0,0,0,True,True,15509,True,108849,True,0,12151,19847,-1,-1,-1,96.0,-1,0,35356.0,5051.0,151530.0,96.0,0,1
2015-11-29,2015-11-29 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,108849,0,108849,33713,1,w4,0,0,22506,121000,35356,Low,Low,-1,100,-1,100,-1,-1,12/01 00:00:00 MST,w5,0,2015-12-01 00:00:00,Contract,Contract,0,-1,-1,12151,1643,0,0,0,0,9138034,9138033,2015-11-29 22:16:42,2015-11-29 22:16:42,Mansfield,Mansfield,0,1,6997,3,6997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,35356,0,0,0,False,True,22506,True,115846,True,-6997,12151,12850,-1,-1,-1,93.0,-1,0,35356.0,5051.0,151530.0,99.0,0,0
2015-11-30,2015-11-30 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,115846,0,115846,40710,1,w4,0,0,22506,121000,35356,Low,Out,-1,100,-1,100,-1,-1,12/01 00:00:00 MST,w5,0,2015-12-01 00:00:00,Contract,Contract,-1,-1,-1,5154,-5354,0,0,0,0,9191562,9191561,2015-11-30 22:17:00,2015-11-30 22:17:00,Mansfield,Mansfield,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,35356,0,0,0,True,True,22506,True,115846,True,0,5154,12850,-1,-1,-1,96.0,-1,0,35356.0,5051.0,151530.0,96.0,0,1
